benchmark,dataset_size,clock_period,mem_policy,dsp_coeff,opt_level,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers
gesummv,SMALL,15,LSS,1.75,O2,41,0.0494726426666236,66.887272676003,49,90,0,858,5195,277,5472,20
gesummv,SMALL,15,LSS,1.75,O3,41,0.0494726426666236,66.887272676003,49,90,0,858,5195,277,5472,20
jacobi-1d,MEDIUM,10,ALL_BRAM,1.0,O0,45,0.0363999969999984,100.3653297702541,43,100,0,677,4990,141,5131,20
jacobi-1d,MEDIUM,10,ALL_BRAM,1.0,O2,117,0.0363999969999984,100.3653297702541,115,189,0,1122,5648,339,5987,38
jacobi-1d,MEDIUM,10,ALL_BRAM,1.0,O3,116,0.0363999969999984,100.3653297702541,114,185,0,1088,5638,340,5978,35
jacobi-1d,MEDIUM,10,ALL_BRAM,1.75,O0,49,0.0363999969999984,100.3653297702541,47,100,0,677,4990,141,5131,20
jacobi-1d,MEDIUM,10,ALL_BRAM,1.75,O2,129,0.0363999969999984,100.3653297702541,127,189,0,1122,5648,339,5987,38
jacobi-1d,MEDIUM,10,ALL_BRAM,1.75,O3,128,0.0363999969999984,100.3653297702541,126,185,0,1088,5638,340,5978,35
jacobi-1d,MEDIUM,10,LSS,1.0,O0,47,0.0363999969999984,100.3653297702541,51,100,0,805,5258,207,5465,24
jacobi-1d,MEDIUM,10,LSS,1.0,O2,119,0.0363999969999984,100.3653297702541,135,189,0,1314,5916,345,6261,44
jacobi-1d,MEDIUM,10,LSS,1.0,O3,118,0.0363999969999984,100.3653297702541,134,185,0,1280,5906,378,6284,41
jacobi-1d,MEDIUM,10,LSS,1.75,O0,51,0.0363999969999984,100.3653297702541,55,100,0,805,5258,207,5465,24
jacobi-1d,MEDIUM,10,LSS,1.75,O2,131,0.0363999969999984,100.3653297702541,147,189,0,1314,5916,345,6261,44
jacobi-1d,MEDIUM,10,LSS,1.75,O3,130,0.0363999969999984,100.3653297702541,146,185,0,1280,5906,378,6284,41
jacobi-1d,MEDIUM,15,ALL_BRAM,1.0,O0,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20
jacobi-1d,MEDIUM,15,ALL_BRAM,1.0,O2,99,0.0494726426666236,66.887272676003,97,189,0,1122,5648,339,5987,38
jacobi-1d,MEDIUM,15,ALL_BRAM,1.0,O3,98,0.0494726426666236,66.887272676003,96,185,0,1088,5638,340,5978,35
jacobi-1d,MEDIUM,15,ALL_BRAM,1.75,O0,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20
jacobi-1d,MEDIUM,15,ALL_BRAM,1.75,O2,99,0.0494726426666236,66.887272676003,97,189,0,1122,5648,339,5987,38
jacobi-1d,MEDIUM,15,ALL_BRAM,1.75,O3,98,0.0494726426666236,66.887272676003,96,185,0,1088,5638,340,5978,35
jacobi-1d,MEDIUM,15,LSS,1.0,O0,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24
jacobi-1d,MEDIUM,15,LSS,1.0,O2,101,0.0494726426666236,66.887272676003,117,189,0,1314,5916,345,6261,44
jacobi-1d,MEDIUM,15,LSS,1.0,O3,100,0.0494726426666236,66.887272676003,116,185,0,1280,5906,378,6284,41
jacobi-1d,MEDIUM,15,LSS,1.75,O0,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24
jacobi-1d,MEDIUM,15,LSS,1.75,O2,101,0.0494726426666236,66.887272676003,117,189,0,1314,5916,345,6261,44
jacobi-1d,MEDIUM,15,LSS,1.75,O3,100,0.0494726426666236,66.887272676003,116,185,0,1280,5906,378,6284,41
jacobi-1d,SMALL,10,ALL_BRAM,1.0,O0,45,0.0363999969999984,100.3653297702541,43,100,0,677,4990,141,5131,20
jacobi-1d,SMALL,10,ALL_BRAM,1.0,O2,117,0.0363999969999984,100.3653297702541,115,189,0,1122,5648,339,5987,38
jacobi-1d,SMALL,10,ALL_BRAM,1.0,O3,116,0.0363999969999984,100.3653297702541,114,185,0,1088,5638,340,5978,35
jacobi-1d,SMALL,10,ALL_BRAM,1.75,O0,49,0.0363999969999984,100.3653297702541,47,100,0,677,4990,141,5131,20
jacobi-1d,SMALL,10,ALL_BRAM,1.75,O2,129,0.0363999969999984,100.3653297702541,127,189,0,1122,5648,339,5987,38
jacobi-1d,SMALL,10,ALL_BRAM,1.75,O3,128,0.0363999969999984,100.3653297702541,126,185,0,1088,5638,340,5978,35
jacobi-1d,SMALL,10,LSS,1.0,O0,47,0.0363999969999984,100.3653297702541,51,100,0,805,5258,207,5465,24
jacobi-1d,SMALL,10,LSS,1.0,O2,119,0.0363999969999984,100.3653297702541,135,189,0,1314,5916,345,6261,44
jacobi-1d,SMALL,10,LSS,1.0,O3,118,0.0363999969999984,100.3653297702541,134,185,0,1280,5906,378,6284,41
jacobi-1d,SMALL,10,LSS,1.75,O0,51,0.0363999969999984,100.3653297702541,55,100,0,805,5258,207,5465,24
jacobi-1d,SMALL,10,LSS,1.75,O2,131,0.0363999969999984,100.3653297702541,147,189,0,1314,5916,345,6261,44
jacobi-1d,SMALL,10,LSS,1.75,O3,130,0.0363999969999984,100.3653297702541,146,185,0,1280,5906,378,6284,41
jacobi-1d,SMALL,15,ALL_BRAM,1.0,O0,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20
jacobi-1d,SMALL,15,ALL_BRAM,1.0,O2,99,0.0494726426666236,66.887272676003,97,189,0,1122,5648,339,5987,38
jacobi-1d,SMALL,15,ALL_BRAM,1.0,O3,98,0.0494726426666236,66.887272676003,96,185,0,1088,5638,340,5978,35
jacobi-1d,SMALL,15,ALL_BRAM,1.75,O0,39,0.0494726426666805,66.88727267600325,37,100,0,677,4990,141,5131,20
jacobi-1d,SMALL,15,ALL_BRAM,1.75,O2,99,0.0494726426666236,66.887272676003,97,189,0,1122,5648,339,5987,38
jacobi-1d,SMALL,15,ALL_BRAM,1.75,O3,98,0.0494726426666236,66.887272676003,96,185,0,1088,5638,340,5978,35
jacobi-1d,SMALL,15,LSS,1.0,O0,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24
jacobi-1d,SMALL,15,LSS,1.0,O2,101,0.0494726426666236,66.887272676003,117,189,0,1314,5916,345,6261,44
jacobi-1d,SMALL,15,LSS,1.0,O3,100,0.0494726426666236,66.887272676003,116,185,0,1280,5906,378,6284,41
jacobi-1d,SMALL,15,LSS,1.75,O0,41,0.0494726426666805,66.88727267600325,45,100,0,805,5258,207,5465,24
jacobi-1d,SMALL,15,LSS,1.75,O2,101,0.0494726426666236,66.887272676003,117,189,0,1314,5916,345,6261,44
jacobi-1d,SMALL,15,LSS,1.75,O3,100,0.0494726426666236,66.887272676003,116,185,0,1280,5906,378,6284,41
jacobi-2d,MEDIUM,10,ALL_BRAM,1.0,O0,71,0.0363999969999984,100.3653297702541,69,202,28,1603,5980,240,6220,58
jacobi-2d,MEDIUM,10,ALL_BRAM,1.0,O2,70,0.0363999969999984,100.3653297702541,68,183,12,1689,5875,240,6115,56
jacobi-2d,MEDIUM,10,ALL_BRAM,1.0,O3,71,0.0363999969999984,100.3653297702541,69,180,12,1688,5875,240,6115,55
jacobi-2d,MEDIUM,10,ALL_BRAM,1.75,O0,75,0.0363999969999984,100.3653297702541,73,202,28,1603,5980,240,6220,58
jacobi-2d,MEDIUM,10,ALL_BRAM,1.75,O2,74,0.0363999969999984,100.3653297702541,72,183,12,1689,5875,240,6115,56
jacobi-2d,MEDIUM,10,ALL_BRAM,1.75,O3,75,0.0363999969999984,100.3653297702541,73,180,12,1688,5875,240,6115,55
jacobi-2d,MEDIUM,10,LSS,1.0,O0,75,0.0363999969999984,100.3653297702541,81,202,4,1731,6248,240,6488,62
jacobi-2d,MEDIUM,10,LSS,1.0,O2,72,0.0363999969999984,100.3653297702541,78,183,38,1689,6143,240,6383,56
jacobi-2d,MEDIUM,10,LSS,1.0,O3,73,0.0363999969999984,100.3653297702541,79,180,38,1688,6143,240,6383,55
jacobi-2d,MEDIUM,10,LSS,1.75,O0,79,0.0363999969999984,100.3653297702541,85,202,4,1731,6248,240,6488,62
jacobi-2d,MEDIUM,10,LSS,1.75,O2,76,0.0363999969999984,100.3653297702541,82,183,38,1689,6143,240,6383,56
jacobi-2d,MEDIUM,10,LSS,1.75,O3,77,0.0363999969999984,100.3653297702541,83,180,38,1688,6143,240,6383,55
jacobi-2d,MEDIUM,15,ALL_BRAM,1.0,O0,61,0.0494726426666236,66.887272676003,59,202,0,1603,5980,240,6220,58
jacobi-2d,MEDIUM,15,ALL_BRAM,1.0,O2,58,0.0494726426666236,66.887272676003,56,183,2,1561,5875,240,6115,52
jacobi-2d,MEDIUM,15,ALL_BRAM,1.0,O3,59,0.0494726426666236,66.887272676003,57,180,2,1560,5875,240,6115,51
jacobi-2d,MEDIUM,15,ALL_BRAM,1.75,O0,61,0.0494726426666236,66.887272676003,59,202,0,1603,5980,240,6220,58
jacobi-2d,MEDIUM,15,ALL_BRAM,1.75,O2,58,0.0494726426666236,66.887272676003,56,183,2,1561,5875,240,6115,52
jacobi-2d,MEDIUM,15,ALL_BRAM,1.75,O3,59,0.0494726426666236,66.887272676003,57,180,2,1560,5875,240,6115,51
jacobi-2d,MEDIUM,15,LSS,1.0,O0,65,0.0494726426666236,66.887272676003,71,202,0,1731,6248,240,6488,62
jacobi-2d,MEDIUM,15,LSS,1.0,O2,62,0.0494726426666236,66.887272676003,68,183,0,1689,6143,240,6383,56
jacobi-2d,MEDIUM,15,LSS,1.0,O3,63,0.0494726426666236,66.887272676003,69,180,0,1688,6143,240,6383,55
jacobi-2d,MEDIUM,15,LSS,1.75,O0,65,0.0494726426666236,66.887272676003,71,202,0,1731,6248,240,6488,62
jacobi-2d,MEDIUM,15,LSS,1.75,O2,62,0.0494726426666236,66.887272676003,68,183,0,1689,6143,240,6383,56
jacobi-2d,MEDIUM,15,LSS,1.75,O3,63,0.0494726426666236,66.887272676003,69,180,0,1688,6143,240,6383,55
jacobi-2d,SMALL,10,ALL_BRAM,1.0,O0,71,0.0363999969999984,100.3653297702541,69,202,28,1619,5980,240,6220,56
jacobi-2d,SMALL,10,ALL_BRAM,1.0,O2,70,0.0363999969999984,100.3653297702541,68,183,12,1699,5875,240,6115,52
jacobi-2d,SMALL,10,ALL_BRAM,1.0,O3,71,0.0363999969999984,100.3653297702541,69,180,12,1698,5875,240,6115,51
jacobi-2d,SMALL,10,ALL_BRAM,1.75,O0,75,0.0363999969999984,100.3653297702541,73,202,28,1619,5980,240,6220,56
jacobi-2d,SMALL,10,ALL_BRAM,1.75,O2,74,0.0363999969999984,100.3653297702541,72,183,12,1699,5875,240,6115,52
jacobi-2d,SMALL,10,ALL_BRAM,1.75,O3,75,0.0363999969999984,100.3653297702541,73,180,12,1698,5875,240,6115,51
jacobi-2d,SMALL,10,LSS,1.0,O0,75,0.0363999969999984,100.3653297702541,81,202,4,1747,6248,240,6488,60
jacobi-2d,SMALL,10,LSS,1.0,O2,72,0.0363999969999984,100.3653297702541,78,183,34,1699,6143,240,6383,52
jacobi-2d,SMALL,10,LSS,1.0,O3,73,0.0363999969999984,100.3653297702541,79,180,34,1698,6143,240,6383,51
jacobi-2d,SMALL,10,LSS,1.75,O0,79,0.0363999969999984,100.3653297702541,85,202,4,1747,6248,240,6488,60
jacobi-2d,SMALL,10,LSS,1.75,O2,76,0.0363999969999984,100.3653297702541,82,183,34,1699,6143,240,6383,52
jacobi-2d,SMALL,10,LSS,1.75,O3,77,0.0363999969999984,100.3653297702541,83,180,34,1698,6143,240,6383,51
jacobi-2d,SMALL,15,ALL_BRAM,1.0,O0,61,0.0494726426666236,66.887272676003,59,202,0,1619,5980,240,6220,56
jacobi-2d,SMALL,15,ALL_BRAM,1.0,O2,58,0.0494726426666236,66.887272676003,56,183,2,1571,5875,240,6115,48
jacobi-2d,SMALL,15,ALL_BRAM,1.0,O3,59,0.0494726426666236,66.887272676003,57,180,2,1570,5875,240,6115,47
jacobi-2d,SMALL,15,ALL_BRAM,1.75,O0,61,0.0494726426666236,66.887272676003,59,202,0,1619,5980,240,6220,56
jacobi-2d,SMALL,15,ALL_BRAM,1.75,O2,58,0.0494726426666236,66.887272676003,56,183,2,1571,5875,240,6115,48
jacobi-2d,SMALL,15,ALL_BRAM,1.75,O3,59,0.0494726426666236,66.887272676003,57,180,2,1570,5875,240,6115,47
jacobi-2d,SMALL,15,LSS,1.0,O0,65,0.0494726426666236,66.887272676003,71,202,0,1747,6248,240,6488,60
jacobi-2d,SMALL,15,LSS,1.0,O2,62,0.0494726426666236,66.887272676003,68,183,0,1699,6143,240,6383,52
jacobi-2d,SMALL,15,LSS,1.0,O3,63,0.0494726426666236,66.887272676003,69,180,0,1698,6143,240,6383,51
jacobi-2d,SMALL,15,LSS,1.75,O0,65,0.0494726426666236,66.887272676003,71,202,0,1747,6248,240,6488,60
jacobi-2d,SMALL,15,LSS,1.75,O2,62,0.0494726426666236,66.887272676003,68,183,0,1699,6143,240,6383,52
jacobi-2d,SMALL,15,LSS,1.75,O3,63,0.0494726426666236,66.887272676003,69,180,0,1698,6143,240,6383,51
mvt,MEDIUM,10,ALL_BRAM,1.0,O0,38,0.0363999969999984,100.3653297702541,38,119,21,658,5107,137,5244,20
mvt,MEDIUM,10,ALL_BRAM,1.0,O2,93,0.0363999969999984,100.3653297702541,91,216,96,1198,5742,309,6051,36
mvt,MEDIUM,10,ALL_BRAM,1.0,O3,93,0.0363999969999984,100.3653297702541,91,216,96,1198,5742,309,6051,36
mvt,MEDIUM,10,ALL_BRAM,1.75,O0,42,0.0170666606666802,100.17095837552512,42,119,21,658,5107,137,5244,20
mvt,MEDIUM,10,ALL_BRAM,1.75,O2,105,0.0170666606666802,100.17095837552512,103,216,96,1198,5742,309,6051,36
mvt,MEDIUM,10,ALL_BRAM,1.75,O3,105,0.0170666606666802,100.17095837552512,103,216,96,1198,5742,309,6051,36
mvt,MEDIUM,10,LSS,1.0,O0,37,0.0363999969999984,100.3653297702541,42,120,15,722,5375,171,5546,22
mvt,MEDIUM,10,LSS,1.0,O2,87,0.0363999969999984,100.3653297702541,101,217,90,1262,6044,406,6450,39
mvt,MEDIUM,10,LSS,1.0,O3,87,0.0363999969999984,100.3653297702541,101,217,90,1262,6044,406,6450,39
mvt,MEDIUM,10,LSS,1.75,O0,41,0.0170666606666802,100.17095837552512,46,120,15,722,5375,171,5546,22
mvt,MEDIUM,10,LSS,1.75,O2,99,0.0170666606666802,100.17095837552512,113,217,90,1262,6044,406,6450,39
mvt,MEDIUM,10,LSS,1.75,O3,99,0.0170666606666802,100.17095837552512,113,217,90,1262,6044,406,6450,39
mvt,MEDIUM,15,ALL_BRAM,1.0,O0,30,0.0494726426666805,66.88727267600325,30,120,4,594,5107,106,5213,18
mvt,MEDIUM,15,ALL_BRAM,1.0,O2,71,0.0494726426666236,66.887272676003,69,217,26,1006,5776,240,6016,31
mvt,MEDIUM,15,ALL_BRAM,1.0,O3,71,0.0494726426666236,66.887272676003,69,217,26,1006,5776,240,6016,31
mvt,MEDIUM,15,ALL_BRAM,1.75,O0,30,0.0494726426666805,66.88727267600325,30,120,4,594,5107,106,5213,18
mvt,MEDIUM,15,ALL_BRAM,1.75,O2,71,0.0494726426666236,66.887272676003,69,217,26,1006,5776,240,6016,31
mvt,MEDIUM,15,ALL_BRAM,1.75,O3,71,0.0494726426666236,66.887272676003,69,217,26,1006,5776,240,6016,31
mvt,MEDIUM,15,LSS,1.0,O0,30,0.0494726426666805,66.88727267600325,34,120,0,722,5375,172,5547,22
mvt,MEDIUM,15,LSS,1.0,O2,67,0.0494726426666236,66.887272676003,79,216,0,1262,6010,340,6350,39
mvt,MEDIUM,15,LSS,1.0,O3,67,0.0494726426666236,66.887272676003,79,216,0,1262,6010,340,6350,39
mvt,MEDIUM,15,LSS,1.75,O0,30,0.0494726426666805,66.88727267600325,34,120,0,722,5375,172,5547,22
mvt,MEDIUM,15,LSS,1.75,O2,67,0.0494726426666236,66.887272676003,79,216,0,1262,6010,340,6350,39
mvt,MEDIUM,15,LSS,1.75,O3,67,0.0494726426666236,66.887272676003,79,216,0,1262,6010,340,6350,39
mvt,SMALL,10,ALL_BRAM,1.0,O0,37,0.0363999969999984,100.3653297702541,37,96,10,611,5021,106,5127,17
mvt,SMALL,10,ALL_BRAM,1.0,O2,91,0.0363999969999984,100.3653297702541,89,164,48,1055,5537,340,5877,31
mvt,SMALL,10,ALL_BRAM,1.0,O3,91,0.0363999969999984,100.3653297702541,89,164,48,1055,5537,340,5877,31
mvt,SMALL,10,ALL_BRAM,1.75,O0,41,0.0170666606666802,100.17095837552512,41,96,10,611,5021,106,5127,17
mvt,SMALL,10,ALL_BRAM,1.75,O2,103,0.0170666606666802,100.17095837552512,101,164,48,1055,5537,340,5877,31
mvt,SMALL,10,ALL_BRAM,1.75,O3,103,0.0170666606666802,100.17095837552512,101,164,48,1055,5537,340,5877,31
mvt,SMALL,10,LSS,1.0,O0,36,0.0363999969999984,100.3653297702541,40,96,1,707,5289,172,5461,20
mvt,SMALL,10,LSS,1.0,O2,85,0.0363999969999984,100.3653297702541,97,164,15,1247,5805,340,6145,37
mvt,SMALL,10,LSS,1.0,O3,85,0.0363999969999984,100.3653297702541,97,164,15,1247,5805,340,6145,37
mvt,SMALL,10,LSS,1.75,O0,40,0.0170666606666802,100.17095837552512,44,96,1,707,5289,172,5461,20
mvt,SMALL,10,LSS,1.75,O2,97,0.0170666606666802,100.17095837552512,109,164,15,1247,5805,340,6145,37
mvt,SMALL,10,LSS,1.75,O3,97,0.0170666606666802,100.17095837552512,109,164,15,1247,5805,340,6145,37
mvt,SMALL,15,ALL_BRAM,1.0,O0,30,0.0494726426666805,66.88727267600325,30,96,0,579,5021,106,5127,16
mvt,SMALL,15,ALL_BRAM,1.0,O2,71,0.0494726426666236,66.887272676003,69,163,0,991,5503,240,5743,29
mvt,SMALL,15,ALL_BRAM,1.0,O3,71,0.0494726426666236,66.887272676003,69,163,0,991,5503,240,5743,29
mvt,SMALL,15,ALL_BRAM,1.75,O0,30,0.0494726426666805,66.88727267600325,30,96,0,579,5021,106,5127,16
mvt,SMALL,15,ALL_BRAM,1.75,O2,71,0.0494726426666236,66.887272676003,69,163,0,991,5503,240,5743,29
mvt,SMALL,15,ALL_BRAM,1.75,O3,71,0.0494726426666236,66.887272676003,69,163,0,991,5503,240,5743,29
mvt,SMALL,15,LSS,1.0,O0,30,0.0494726426666805,66.88727267600325,34,96,0,707,5289,172,5461,20
mvt,SMALL,15,LSS,1.0,O2,67,0.0494726426666236,66.887272676003,79,163,0,1247,5771,340,6111,37
mvt,SMALL,15,LSS,1.0,O3,67,0.0494726426666236,66.887272676003,79,163,0,1247,5771,340,6111,37
mvt,SMALL,15,LSS,1.75,O0,30,0.0494726426666805,66.88727267600325,34,96,0,707,5289,172,5461,20
mvt,SMALL,15,LSS,1.75,O2,67,0.0494726426666236,66.887272676003,79,163,0,1247,5771,340,6111,37
mvt,SMALL,15,LSS,1.75,O3,67,0.0494726426666236,66.887272676003,79,163,0,1247,5771,340,6111,37
nussinov,MEDIUM,10,ALL_BRAM,1.0,O0,30,0.3925119950000439,104.08547993810424,29,150,23,1201,1273,177,1450,45
nussinov,MEDIUM,10,ALL_BRAM,1.0,O2,36,0.6331999910001489,106.76004601776224,34,199,40,1572,1750,208,1958,61
nussinov,MEDIUM,10,ALL_BRAM,1.0,O3,36,0.3925119950000439,104.08547993810424,34,202,54,1731,1853,210,2063,65
nussinov,MEDIUM,10,ALL_BRAM,1.75,O0,30,0.3925119950000439,104.08547993810424,29,150,23,1201,1273,177,1450,45
nussinov,MEDIUM,10,ALL_BRAM,1.75,O2,36,0.6331999910001489,106.76004601776224,34,199,40,1572,1750,208,1958,61
nussinov,MEDIUM,10,ALL_BRAM,1.75,O3,36,0.3925119950000439,104.08547993810424,34,202,54,1731,1853,210,2063,65
nussinov,MEDIUM,10,LSS,1.0,O0,28,0.6331999940000888,106.76004605195467,40,149,16,1441,1507,308,1815,54
nussinov,MEDIUM,10,LSS,1.0,O2,32,0.6331999910001205,106.76004601776194,45,199,30,1843,2018,342,2360,70
nussinov,MEDIUM,10,LSS,1.0,O3,33,0.6331999910001205,106.76004601776194,46,202,41,1907,2121,342,2463,72
nussinov,MEDIUM,10,LSS,1.75,O0,28,0.6331999940000888,106.76004605195467,40,149,16,1441,1507,308,1815,54
nussinov,MEDIUM,10,LSS,1.75,O2,32,0.6331999910001205,106.76004601776194,45,199,30,1843,2018,342,2360,70
nussinov,MEDIUM,10,LSS,1.75,O3,33,0.6331999910001205,106.76004601776194,46,202,41,1907,2121,342,2463,72
nussinov,MEDIUM,15,ALL_BRAM,1.0,O0,30,2.358911993000058,79.107114786817,29,149,8,1201,1239,177,1416,45
nussinov,MEDIUM,15,ALL_BRAM,1.0,O2,35,3.3755999910002377,86.02594535853781,33,199,8,1539,1750,208,1958,59
nussinov,MEDIUM,15,ALL_BRAM,1.0,O3,35,2.358911993000058,79.107114786817,33,202,8,1667,1853,210,2063,63
nussinov,MEDIUM,15,ALL_BRAM,1.75,O0,30,2.358911993000058,79.107114786817,29,149,8,1201,1239,177,1416,45
nussinov,MEDIUM,15,ALL_BRAM,1.75,O2,35,3.3755999910002377,86.02594535853781,33,199,8,1539,1750,208,1958,59
nussinov,MEDIUM,15,ALL_BRAM,1.75,O3,35,2.358911993000058,79.107114786817,33,202,8,1667,1853,210,2063,63
nussinov,MEDIUM,15,LSS,1.0,O0,26,1.9989999940002097,76.91716018294848,37,149,1,1377,1507,311,1818,52
nussinov,MEDIUM,15,LSS,1.0,O2,31,1.9989999940002097,76.91716018294848,43,199,0,1747,2018,277,2295,67
nussinov,MEDIUM,15,LSS,1.0,O3,32,1.9989999940002097,76.91716018294848,44,202,0,1779,2121,311,2432,68
nussinov,MEDIUM,15,LSS,1.75,O0,26,1.9989999940002097,76.91716018294848,37,149,1,1377,1507,311,1818,52
nussinov,MEDIUM,15,LSS,1.75,O2,31,1.9989999940002097,76.91716018294848,43,199,0,1747,2018,277,2295,67
nussinov,MEDIUM,15,LSS,1.75,O3,32,1.9989999940002097,76.91716018294848,44,202,0,1779,2121,311,2432,68
nussinov,SMALL,10,ALL_BRAM,1.0,O0,30,0.3925119950000439,104.08547993810424,29,150,17,1205,1273,177,1450,43
nussinov,SMALL,10,ALL_BRAM,1.0,O2,36,0.6331999910001489,106.76004601776224,34,199,36,1607,1750,208,1958,60
nussinov,SMALL,10,ALL_BRAM,1.0,O3,36,0.3925119950000439,104.08547993810424,34,202,45,1766,1853,210,2063,64
nussinov,SMALL,10,ALL_BRAM,1.75,O0,30,0.3925119950000439,104.08547993810424,29,150,17,1205,1273,177,1450,43
nussinov,SMALL,10,ALL_BRAM,1.75,O2,36,0.6331999910001489,106.76004601776224,34,199,36,1607,1750,208,1958,60
nussinov,SMALL,10,ALL_BRAM,1.75,O3,36,0.3925119950000439,104.08547993810424,34,202,45,1766,1853,210,2063,64
nussinov,SMALL,10,LSS,1.0,O0,28,0.6331999940000888,106.76004605195467,40,149,13,1445,1507,308,1815,52
nussinov,SMALL,10,LSS,1.0,O2,32,0.6331999910001205,106.76004601776194,45,199,24,1878,2018,342,2360,69
nussinov,SMALL,10,LSS,1.0,O3,33,0.6331999910001205,106.76004601776194,46,202,31,1942,2121,342,2463,71
nussinov,SMALL,10,LSS,1.75,O0,28,0.6331999940000888,106.76004605195467,40,149,13,1445,1507,308,1815,52
nussinov,SMALL,10,LSS,1.75,O2,32,0.6331999910001205,106.76004601776194,45,199,24,1878,2018,342,2360,69
nussinov,SMALL,10,LSS,1.75,O3,33,0.6331999910001205,106.76004601776194,46,202,31,1942,2121,342,2463,71
nussinov,SMALL,15,ALL_BRAM,1.0,O0,30,2.358911993000058,79.107114786817,29,149,8,1205,1239,177,1416,43
nussinov,SMALL,15,ALL_BRAM,1.0,O2,35,3.3755999910002377,86.02594535853781,33,199,10,1574,1750,208,1958,58
nussinov,SMALL,15,ALL_BRAM,1.0,O3,35,2.358911993000058,79.107114786817,33,202,10,1702,1853,210,2063,62
nussinov,SMALL,15,ALL_BRAM,1.75,O0,30,2.358911993000058,79.107114786817,29,149,8,1205,1239,177,1416,43
nussinov,SMALL,15,ALL_BRAM,1.75,O2,35,3.3755999910002377,86.02594535853781,33,199,10,1574,1750,208,1958,58
nussinov,SMALL,15,ALL_BRAM,1.75,O3,35,2.358911993000058,79.107114786817,33,202,10,1702,1853,210,2063,62
nussinov,SMALL,15,LSS,1.0,O0,26,1.9989999940002097,76.91716018294848,37,149,1,1381,1507,311,1818,50
nussinov,SMALL,15,LSS,1.0,O2,31,1.9989999940002097,76.91716018294848,43,199,0,1782,2018,277,2295,66
nussinov,SMALL,15,LSS,1.0,O3,32,1.9989999940002097,76.91716018294848,44,202,0,1814,2121,311,2432,67
nussinov,SMALL,15,LSS,1.75,O0,26,1.9989999940002097,76.91716018294848,37,149,1,1381,1507,311,1818,50
nussinov,SMALL,15,LSS,1.75,O2,31,1.9989999940002097,76.91716018294848,43,199,0,1782,2018,277,2295,66
nussinov,SMALL,15,LSS,1.75,O3,32,1.9989999940002097,76.91716018294848,44,202,0,1814,2121,311,2432,67
seidel-2d,MEDIUM,10,ALL_BRAM,1.0,O0,57,8.881784197001252,100.00000000000009,57,136,9,1427,5100,239,5339,47
seidel-2d,MEDIUM,10,ALL_BRAM,1.0,O2,55,8.881784197001252,100.00000000000009,55,113,16,1145,4813,239,5052,28
seidel-2d,MEDIUM,10,ALL_BRAM,1.0,O3,54,8.881784197001252,100.00000000000009,54,108,16,1112,4817,239,5056,26
seidel-2d,MEDIUM,10,ALL_BRAM,1.75,O0,57,8.881784197001252,100.00000000000009,57,136,9,1427,5100,239,5339,47
seidel-2d,MEDIUM,10,ALL_BRAM,1.75,O2,55,8.881784197001252,100.00000000000009,55,113,16,1145,4813,239,5052,28
seidel-2d,MEDIUM,10,ALL_BRAM,1.75,O3,54,8.881784197001252,100.00000000000009,54,108,16,1112,4817,239,5056,26
seidel-2d,MEDIUM,10,LSS,1.0,O0,58,8.881784197001252,100.00000000000009,63,136,8,1459,5368,243,5611,48
seidel-2d,MEDIUM,10,LSS,1.0,O2,57,8.881784197001252,100.00000000000009,62,113,5,1209,5081,245,5326,30
seidel-2d,MEDIUM,10,LSS,1.0,O3,56,8.881784197001252,100.00000000000009,61,108,5,1176,5085,245,5330,28
seidel-2d,MEDIUM,10,LSS,1.75,O0,58,8.881784197001252,100.00000000000009,63,136,8,1459,5368,243,5611,48
seidel-2d,MEDIUM,10,LSS,1.75,O2,57,8.881784197001252,100.00000000000009,62,113,5,1209,5081,245,5326,30
seidel-2d,MEDIUM,10,LSS,1.75,O3,56,8.881784197001252,100.00000000000009,61,108,5,1176,5085,245,5330,28
seidel-2d,MEDIUM,15,ALL_BRAM,1.0,O0,47,8.881784197001252,66.6666666666667,47,136,0,1363,5100,239,5339,45
seidel-2d,MEDIUM,15,ALL_BRAM,1.0,O2,46,8.881784197001252,66.6666666666667,46,113,0,1145,4813,239,5052,28
seidel-2d,MEDIUM,15,ALL_BRAM,1.0,O3,45,8.881784197001252,66.6666666666667,45,108,0,1112,4817,239,5056,26
seidel-2d,MEDIUM,15,ALL_BRAM,1.75,O0,47,8.881784197001252,66.6666666666667,47,136,0,1363,5100,239,5339,45
seidel-2d,MEDIUM,15,ALL_BRAM,1.75,O2,46,8.881784197001252,66.6666666666667,46,113,0,1145,4813,239,5052,28
seidel-2d,MEDIUM,15,ALL_BRAM,1.75,O3,45,8.881784197001252,66.6666666666667,45,108,0,1112,4817,239,5056,26
