evaluation,normalized_target,original_target,model,scaler,reduction,rows,features,test_rows,mae_original,rmse_original,r2_original,relative_mae_original,include_benchmark_onehot,folds,mae_original_std,rmse_original_std,r2_original_std,relative_mae_original_std,groups
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.1_l10.2,robust,select_k_5,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.1_l10.5,robust,select_k_5,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.1_l10.5,robust,select_k_5,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.1_l10.5,robust,select_k_5,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.1_l10.8,robust,select_k_5,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.1_l10.8,robust,select_k_5,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.1_l10.8,robust,select_k_5,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a1.0_l10.2,robust,select_k_5,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a1.0_l10.2,robust,select_k_5,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a1.0_l10.2,robust,select_k_5,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a1.0_l10.5,robust,select_k_5,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a1.0_l10.5,robust,select_k_5,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a1.0_l10.5,robust,select_k_5,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a1.0_l10.8,robust,select_k_5,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a1.0_l10.8,robust,select_k_5,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a1.0_l10.8,robust,select_k_5,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,gpr_matern,robust,select_k_5,18,64,5.0,0.02180825529231065,0.03251353898907763,-0.15487164267868492,0.6717259684688796,False,,,,,,
kfold,power_per_area,openroad_total_power,gpr_matern,robust,select_k_5,18,64,,0.02908470683126062,0.04415975186794108,-85.4678976033302,1.4082919603081758,False,5.0,0.03091619354271564,0.04997896293555027,159.84936751216833,1.0750688112241227,
groupkfold_by_benchmark,power_per_area,openroad_total_power,gpr_matern,robust,select_k_5,18,64,,0.02856456549626898,0.030574226973079204,-2.2458395422741204,2.427487409451915,False,,0.04323869229295927,0.050377005219458225,,3.635983085878942,17.0
random_split,power_per_area,openroad_total_power,gpr_rbf,robust,select_k_5,18,64,5.0,0.021809006218382252,0.03251441752946454,-0.1549340545304232,0.6717490980836027,False,,,,,,
kfold,power_per_area,openroad_total_power,gpr_rbf,robust,select_k_5,18,64,,0.03614096806620775,0.05347435874834785,-434.5195487795848,2.6679581082583548,False,5.0,0.028073154506002687,0.04552823868890765,894.9479752599935,2.6291030402071294,
groupkfold_by_benchmark,power_per_area,openroad_total_power,gpr_rbf,robust,select_k_5,18,64,,0.04092848442595489,0.0429411044260764,-2.237907849337819,4.620086163647669,False,,0.04672439231719295,0.05289949461941999,,6.170826487340231,17.0
random_split,power_per_area,openroad_total_power,gpr_rq,robust,select_k_5,18,64,5.0,0.02021357703580886,0.030798209496534345,-0.036230015941272065,0.6226075597797343,False,,,,,,
kfold,power_per_area,openroad_total_power,gpr_rq,robust,select_k_5,18,64,,0.0297271380614909,0.0444993049535786,-65.35839164882266,1.576504839027359,False,5.0,0.030300657068691866,0.04980505417718092,102.402781036002,1.1530429853118158,
groupkfold_by_benchmark,power_per_area,openroad_total_power,gpr_rq,robust,select_k_5,18,64,,0.027175942584958382,0.029191699131682135,-2.229537426411031,2.258795417114766,False,,0.04362737535897125,0.05076571804843323,,3.6362778364770096,17.0
random_split,power_per_area,openroad_total_power,ridge_a0.1,robust,select_k_10,18,64,5.0,0.02547349607562136,0.037382267436594445,-0.5266395552459915,0.784620713226802,False,,,,,,
kfold,power_per_area,openroad_total_power,ridge_a0.1,robust,select_k_10,18,64,,0.033995543677710315,0.04905916249611539,-113.50747018083146,1.9222320726770517,False,5.0,0.03234324015506458,0.05293675055166371,204.5228851554716,1.014455819145491,
groupkfold_by_benchmark,power_per_area,openroad_total_power,ridge_a0.1,robust,select_k_10,18,64,,0.025739938577559913,0.02763059359791439,-2.596771403936953,2.0734821650337327,False,,0.04292365166210463,0.0502967512333139,,1.4159205260112149,17.0
random_split,power_per_area,openroad_total_power,ridge_a1,robust,select_k_10,18,64,5.0,0.024789505591379872,0.03571881387665453,-0.39379623785002704,0.7635528119072219,False,,,,,,
kfold,power_per_area,openroad_total_power,ridge_a1,robust,select_k_10,18,64,,0.032827314731127176,0.046474377940885415,-61.24037958464889,1.820794998327539,False,5.0,0.03279465228273777,0.05423080781742507,81.20328288727464,0.9367015573781583,
groupkfold_by_benchmark,power_per_area,openroad_total_power,ridge_a1,robust,select_k_10,18,64,,0.02460358313110875,0.026507307325582555,-2.5549581424668437,1.891237300003135,False,,0.04263731413756634,0.050090851055150695,,1.0830049528848007,17.0
random_split,power_per_area,openroad_total_power,ridge_a10,robust,select_k_10,18,64,5.0,0.01977594529687679,0.02722353280701767,0.19035582330010725,0.6091278659790792,False,,,,,,
kfold,power_per_area,openroad_total_power,ridge_a10,robust,select_k_10,18,64,,0.03132197733420521,0.04404789324106044,-74.31821894924266,1.763546906441205,False,5.0,0.033310463501600635,0.05506870171736996,133.03164649551687,1.1204343750507415,
groupkfold_by_benchmark,power_per_area,openroad_total_power,ridge_a10,robust,select_k_10,18,64,,0.025322405661863237,0.0272533079039964,-2.470732463058082,1.9896443383001543,False,,0.04144998381126562,0.04903848326363421,,1.1594806699466054,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.001_l10.2,robust,select_k_10,18,64,5.0,0.04607665469316148,0.054798168835384804,-2.2804794587072377,1.4192279521087128,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.001_l10.2,robust,select_k_10,18,64,,0.0413494893010475,0.0544474761947555,-150.43215189130336,2.5458585659377215,False,5.0,0.031332100848627656,0.05233670507600718,266.1715437732222,1.6136313270664198,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.001_l10.2,robust,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.001_l10.5,robust,select_k_10,18,64,5.0,0.045340001155141314,0.053412361175013,-2.116655388288971,1.3965379521696946,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.001_l10.5,robust,select_k_10,18,64,,0.04143448778774976,0.054597690312822966,-150.39651921373908,2.5435961577954562,False,5.0,0.03182860320945984,0.05334968416891992,266.19616735373637,1.615034774407442,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.001_l10.5,robust,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.001_l10.8,robust,select_k_10,18,64,5.0,0.04460334761685763,0.05204179021871538,-1.9587596398696623,1.3738479522225595,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.001_l10.8,robust,select_k_10,18,64,,0.041519486274492555,0.05475174036458306,-150.36273446278886,2.541333749652396,False,5.0,0.03234032280958957,0.054384211827683826,266.21954258688,1.6165619902965755,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.001_l10.8,robust,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.01_l10.2,robust,select_k_10,18,64,5.0,0.04165673333278279,0.04673846555975393,-1.386459843454598,1.2830879484008741,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.01_l10.2,robust,select_k_10,18,64,,0.04185948018912562,0.05541394622921736,-150.24607471942534,2.5322841162180496,False,5.0,0.034525542036512716,0.05870488644860742,266.3004873461311,1.623901131800527,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.01_l10.2,robust,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.01_l10.5,robust,select_k_10,18,64,5.0,0.034290197964438295,0.035421543110111454,-0.3706929667833099,1.0561879493759097,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.01_l10.5,robust,select_k_10,18,64,,0.040078822882238366,0.053056800936767734,-150.00064435570098,2.4837321600816376,False,5.0,0.03503782969256025,0.060145502511875316,266.4721830812407,1.6787251944547579,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.01_l10.5,robust,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.01_l10.8,robust,select_k_10,18,64,5.0,0.02692366256974423,0.029454128787643998,0.05224170681098994,0.8292879495393403,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.01_l10.8,robust,select_k_10,18,64,,0.038246099970510275,0.0519539267141985,-149.92120400452885,2.43702073121129,False,5.0,0.035613264285133533,0.060591893941773625,266.52798716597914,1.736457544947692,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.01_l10.8,robust,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.1_l10.2,robust,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.1_l10.2,robust,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.1_l10.2,robust,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.1_l10.5,robust,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.1_l10.5,robust,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.1_l10.5,robust,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
random_split,power_per_area,openroad_total_power,elasticnet_a0.1_l10.8,robust,select_k_10,18,64,5.0,0.03295981531091848,0.033832188550249616,-0.2504473643403826,1.0152102294991214,False,,,,,,
kfold,power_per_area,openroad_total_power,elasticnet_a0.1_l10.8,robust,select_k_10,18,64,,0.0401634272358931,0.05314861174462745,-150.00785681399032,2.485888509097943,False,5.0,0.035022618577144386,0.06011275416624386,266.4671218649416,1.6761692398673473,
groupkfold_by_benchmark,power_per_area,openroad_total_power,elasticnet_a0.1_l10.8,robust,select_k_10,18,64,,0.03197319768869824,0.03398895423542199,-2.229537426411031,3.384876379428579,False,,0.03664878758164061,0.044681035355099125,,1.8718003935466248,17.0
