evaluation,target,feature_set,include_benchmark_onehot,model,scaler,reduction,rows,features,test_rows,mae,rmse,r2,relative_mae,folds,mae_std,rmse_std,r2_std,relative_mae_std,groups,error
kfold,openroad_total_power,code_only,False,ridge_a0.1,robust,select_k_5,18.0,18.0,,0.11130098042932235,0.14091889439120575,-1614.207747028476,7.909353912953312,5.0,0.10211851664915778,0.1090065807687917,2385.766532096591,5.706310023941389,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,ridge_a0.1,robust,select_k_5,18.0,18.0,,0.055881716276471274,0.05787561671686775,-2.2886978432652096,6.762633004300235,,0.05704943779060874,0.06171042385487787,,8.79696719948746,17.0,
random_split,openroad_total_power,code_only,False,ridge_a1,robust,select_k_5,18.0,18.0,5.0,0.21834318570350159,0.2571562599516796,-71.24360877313944,6.72528755324036,,,,,,,
kfold,openroad_total_power,code_only,False,ridge_a1,robust,select_k_5,18.0,18.0,,0.09643779972138752,0.11914409335686975,-777.9748533814179,6.3096616316445395,5.0,0.08768987134692346,0.09739144569905639,970.1901691208492,3.5779522818171174,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,ridge_a1,robust,select_k_5,18.0,18.0,,0.04778610349258122,0.04977087717717392,-2.3139891750396226,5.395763286952153,,0.04320980597146285,0.049556958919620614,,4.77677108538842,17.0,
random_split,openroad_total_power,code_only,False,ridge_a10,robust,select_k_5,18.0,18.0,5.0,0.13834949806189176,0.16549531810426615,-28.92103791616561,4.261365676766208,,,,,,,
kfold,openroad_total_power,code_only,False,ridge_a10,robust,select_k_5,18.0,18.0,,0.06811031929646036,0.08519089669864043,-313.9397054107953,4.023404525329195,5.0,0.054966220379103835,0.07313113535105015,571.1028589204748,2.207275716164268,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,ridge_a10,robust,select_k_5,18.0,18.0,,0.03979223761544715,0.041769566146176905,-2.334883299777442,4.402896985404284,,0.03928026106197275,0.04654159353364863,,2.6172702381732256,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.001_l10.2,robust,select_k_5,18.0,18.0,5.0,0.26305387579706196,0.3082876313262486,-102.82870380810321,8.10244180980293,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.001_l10.2,robust,select_k_5,18.0,18.0,,0.1127417170819732,0.14287893192561507,-1737.2920590502952,8.146238498538658,5.0,0.10250038815210666,0.1095348838216683,2627.5632855210088,6.090749359966941,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.001_l10.2,robust,select_k_5,18.0,18.0,,0.05628936569785221,0.05828192253581899,-2.292399085364852,6.811553628205799,,0.058876305376999505,0.06339082405642983,,9.21068904142065,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.001_l10.5,robust,select_k_5,18.0,18.0,5.0,0.25712510086673424,0.30144264154935013,-98.26921879615092,7.9198269225261555,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.001_l10.5,robust,select_k_5,18.0,18.0,,0.11017289877008274,0.1390352535369438,-1516.739070332094,7.82960566894811,5.0,0.10006442436267196,0.10725251263371974,2169.7565885416043,5.545381588919959,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.001_l10.5,robust,select_k_5,18.0,18.0,,0.054319333159113116,0.056307285869276906,-2.305139740396218,6.4480820618391,,0.05578652993446693,0.060605334425451525,,8.425361313151685,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.001_l10.8,robust,select_k_5,18.0,18.0,5.0,0.25115484228805973,0.294551887458984,-93.78265078905306,7.735934278570186,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.001_l10.8,robust,select_k_5,18.0,18.0,,0.10847667772507488,0.1352487324444712,-1323.277974524221,7.6957288299877105,5.0,0.09727787022453627,0.10521051578234304,1786.8734458923711,5.357203100277826,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.001_l10.8,robust,select_k_5,18.0,18.0,,0.05253125505009993,0.05451577322757478,-2.314702295640279,6.203142608426994,,0.052690048889571565,0.057836513868250866,,7.562834723632474,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.01_l10.2,robust,select_k_5,18.0,18.0,5.0,0.2220849221260833,0.26100183219260054,-73.4204587002595,6.840538474899379,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.01_l10.2,robust,select_k_5,18.0,18.0,,0.0974438255557553,0.11996494149098869,-841.5193208563669,6.561278383469828,5.0,0.08538841137402789,0.09590581563952182,1074.9792412822735,3.9034460662028665,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.01_l10.2,robust,select_k_5,18.0,18.0,,0.04568267527432563,0.04765901466089266,-2.337677214192883,5.108725721052027,,0.04297585628077538,0.04945154034455277,,4.209766453415374,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.01_l10.5,robust,select_k_5,18.0,18.0,5.0,0.17187102526353773,0.20318329298589177,-44.10048578404541,5.29387744913256,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.01_l10.5,robust,select_k_5,18.0,18.0,,0.08099219877563939,0.10069521864276805,-534.7835850790029,5.024255146897252,5.0,0.06844618421474383,0.08255860128874579,892.0281944910315,2.813723427983839,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.01_l10.5,robust,select_k_5,18.0,18.0,,0.042280490541038475,0.04425824685128084,-2.3336763154217928,4.772755340509068,,0.03992162523575854,0.04697256380467119,,3.1511958920612453,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.01_l10.8,robust,select_k_5,18.0,18.0,5.0,0.1601178469922207,0.18892342623272174,-37.992120751026995,4.93186247126904,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.01_l10.8,robust,select_k_5,18.0,18.0,,0.07506970968446616,0.09267174610347369,-411.1816888610865,4.4294537237702,5.0,0.0638969092671107,0.08065803309984265,772.1080677232337,2.6068321969987553,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.01_l10.8,robust,select_k_5,18.0,18.0,,0.03735894355604471,0.03933945826863194,-2.3259124257316834,4.0680690147483585,,0.04001367234383725,0.04726767312726967,,2.9649756260751685,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.1_l10.2,robust,select_k_5,18.0,18.0,5.0,0.10686391091083099,0.12543734520639943,-16.189329565942682,3.291563817865797,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.1_l10.2,robust,select_k_5,18.0,18.0,,0.05724595307285026,0.07312759938948252,-237.9225793947789,3.719018730356234,5.0,0.039175904522042324,0.06185478294091252,349.89675618482323,2.140770426524537,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.1_l10.2,robust,select_k_5,18.0,18.0,,0.032613439084921814,0.034593953797509035,-2.3259124257316834,3.731470397520253,,0.03739275460517046,0.04529159906554769,,2.6610896112957856,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.1_l10.5,robust,select_k_5,18.0,18.0,5.0,0.032173588107773286,0.03292303068685945,-0.18414488691322073,0.990993288602639,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.1_l10.5,robust,select_k_5,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.1_l10.5,robust,select_k_5,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.1_l10.8,robust,select_k_5,18.0,18.0,5.0,0.028738615384615383,0.030551078217252604,-0.019666883575921057,0.8851911348677193,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.1_l10.8,robust,select_k_5,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.1_l10.8,robust,select_k_5,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a1.0_l10.2,robust,select_k_5,18.0,18.0,5.0,0.028738615384615383,0.030551078217252604,-0.019666883575921057,0.8851911348677193,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a1.0_l10.2,robust,select_k_5,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a1.0_l10.2,robust,select_k_5,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a1.0_l10.5,robust,select_k_5,18.0,18.0,5.0,0.028738615384615383,0.030551078217252604,-0.019666883575921057,0.8851911348677193,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a1.0_l10.5,robust,select_k_5,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a1.0_l10.5,robust,select_k_5,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a1.0_l10.8,robust,select_k_5,18.0,18.0,5.0,0.028738615384615383,0.030551078217252604,-0.019666883575921057,0.8851911348677193,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a1.0_l10.8,robust,select_k_5,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a1.0_l10.8,robust,select_k_5,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,gpr_matern,robust,select_k_5,18.0,18.0,5.0,0.0633450066634693,0.10381760068512479,-10.774628291208185,1.9511182980185204,,,,,,,
kfold,openroad_total_power,code_only,False,gpr_matern,robust,select_k_5,18.0,18.0,,0.049526936821947275,0.07045108427741462,-143.05669702254986,3.428666640890852,5.0,0.03010570269064213,0.05195859084977166,128.73726838796728,2.434629962903742,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,gpr_matern,robust,select_k_5,18.0,18.0,,0.032631583476523854,0.03461191790805049,-2.326418849461102,3.463346512716675,,0.03851480012760008,0.04622161372358915,,2.085756459123597,17.0,
random_split,openroad_total_power,code_only,False,gpr_rbf,robust,select_k_5,18.0,18.0,5.0,0.06251363728533314,0.10357785434256944,-10.720308704644339,1.9255109125033305,,,,,,,
kfold,openroad_total_power,code_only,False,gpr_rbf,robust,select_k_5,18.0,18.0,,0.05126845572676721,0.07447634159248748,-189.36698020706888,3.7344479368627446,5.0,0.02927788876920223,0.051297008791077035,184.24212012625873,2.813493252755122,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,gpr_rbf,robust,select_k_5,18.0,18.0,,0.03683535543335627,0.03882349413158355,-2.3046233347811156,4.049346757532117,,0.03980165397613489,0.04710504496213593,,3.103931482684325,17.0,
random_split,openroad_total_power,code_only,False,ridge_a0.1,robust,select_k_10,18.0,18.0,5.0,0.2903555401529439,0.3272522811538731,-115.99588731976914,8.943372763905126,,,,,,,
kfold,openroad_total_power,code_only,False,ridge_a0.1,robust,select_k_10,18.0,18.0,,0.11400560574076335,0.13757161220733852,-822.7690699694824,7.032870476203586,5.0,0.11339884785647389,0.11488009419252644,871.4598804659122,4.16670560576173,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,ridge_a0.1,robust,select_k_10,18.0,18.0,,0.06176766350806395,0.06376644128987573,-2.2753255116292483,8.053087053119024,,0.04936310243760506,0.0544486371295474,,7.6107228693553335,17.0,
random_split,openroad_total_power,code_only,False,ridge_a1,robust,select_k_10,18.0,18.0,5.0,0.22835945433808988,0.26179169584338857,-73.87157400482698,7.033803189123693,,,,,,,
kfold,openroad_total_power,code_only,False,ridge_a1,robust,select_k_10,18.0,18.0,,0.09944259903610811,0.12132508543928962,-733.5345460799776,6.489683839166626,5.0,0.09038813524475775,0.09748284099244775,886.991910415503,3.89734139599141,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,ridge_a1,robust,select_k_10,18.0,18.0,,0.052015683500234014,0.05400346445452325,-2.30561675973454,6.108030815995991,,0.04278725394819216,0.049003775220785216,,5.237513698084265,17.0,
random_split,openroad_total_power,code_only,False,ridge_a10,robust,select_k_10,18.0,18.0,5.0,0.1381956719284815,0.1629777932082331,-28.017640532101733,4.256627608220337,,,,,,,
kfold,openroad_total_power,code_only,False,ridge_a10,robust,select_k_10,18.0,18.0,,0.06895256574481302,0.08668371836233593,-349.06239825035266,4.217457519109285,5.0,0.05389541571039289,0.07056941584730299,588.1006420060866,2.223230497647033,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,ridge_a10,robust,select_k_10,18.0,18.0,,0.04071012801325283,0.04268343576983807,-2.3462667533666246,4.544195697259017,,0.03929867400229375,0.04651961624341601,,2.851736990959807,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.001_l10.2,robust,select_k_10,18.0,18.0,5.0,0.2922631685715262,0.3298604031487211,-117.86817673731343,9.002130492562253,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.001_l10.2,robust,select_k_10,18.0,18.0,,0.12109103154290121,0.14364144616875993,-959.9370634660265,7.914365637910164,5.0,0.11415222025293129,0.11534622105389519,981.3014732423861,4.778208490276683,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.001_l10.2,robust,select_k_10,18.0,18.0,,0.06636370153780369,0.06836472163194764,-2.269210854013641,9.115999667463782,,0.053535890793438845,0.058087716727859694,,8.65256276244323,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.001_l10.5,robust,select_k_10,18.0,18.0,5.0,0.2824005880212145,0.3189158146124634,-110.11107315293366,8.698348673110775,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.001_l10.5,robust,select_k_10,18.0,18.0,,0.11515598826939917,0.13993307720089665,-928.7792541871104,7.366737997900591,5.0,0.10970354744488509,0.11070864615281695,995.9223659560818,4.3578078486609435,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.001_l10.5,robust,select_k_10,18.0,18.0,,0.062066624852919416,0.06405782229522394,-2.2961515446285103,7.945590104330824,,0.049938925589829014,0.05496905130577734,,7.510056346189518,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.001_l10.8,robust,select_k_10,18.0,18.0,5.0,0.27238112078561744,0.3078185524587673,-102.51298048432928,8.389734515666154,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.001_l10.8,robust,select_k_10,18.0,18.0,,0.11166967029383504,0.1374045150056277,-1031.9454746019549,7.441509509085582,5.0,0.10337354505614116,0.1048700296852869,1236.490993992898,4.743686961922771,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.001_l10.8,robust,select_k_10,18.0,18.0,,0.060412373305779914,0.0623933225341531,-2.3246924108355786,7.942120971560108,,0.04787560472733952,0.05318018752617026,,7.117168139178701,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.01_l10.2,robust,select_k_10,18.0,18.0,5.0,0.22815095553481934,0.26099921702410656,-73.4189673615801,7.027381122861433,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.01_l10.2,robust,select_k_10,18.0,18.0,,0.09816484398646412,0.12023173085012498,-773.6017191327653,6.585356905598857,5.0,0.08446822916975855,0.09135261732663286,918.1406866837228,3.7010164510688557,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.01_l10.2,robust,select_k_10,18.0,18.0,,0.04730523375289808,0.04927812974462052,-2.3474364973281214,5.383983653344637,,0.04060772984896617,0.04733988425055382,,3.9503712511837192,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.01_l10.5,robust,select_k_10,18.0,18.0,5.0,0.17647383115783538,0.20721453750798563,-45.90786560258326,5.435650562367872,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.01_l10.5,robust,select_k_10,18.0,18.0,,0.08126788467283759,0.10108607421681684,-536.7859233046836,5.035121473506624,5.0,0.06890549293462261,0.08233753165727187,890.8570900582579,2.813264510911575,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.01_l10.5,robust,select_k_10,18.0,18.0,,0.04189582637166028,0.04387705762227141,-2.3239009949522704,4.741218713518333,,0.03945977772989862,0.04659455227416821,,3.122897222329296,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.01_l10.8,robust,select_k_10,18.0,18.0,5.0,0.16031731475473326,0.18912924479974919,-38.07712528513999,4.938006368346369,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.01_l10.8,robust,select_k_10,18.0,18.0,,0.07507018247997096,0.09267754121765005,-411.2086665513072,4.429510822734844,5.0,0.06389654923070955,0.0806532065744564,772.0852627616576,2.6068294578253135,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.01_l10.8,robust,select_k_10,18.0,18.0,,0.03748468424397502,0.039466653797804556,-2.3218307719316105,4.083347989007287,,0.0401506126539531,0.047376781687258986,,2.9827035291890662,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.1_l10.2,robust,select_k_10,18.0,18.0,5.0,0.10686391091083099,0.12543734520639943,-16.189329565942682,3.291563817865797,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.1_l10.2,robust,select_k_10,18.0,18.0,,0.05724595307285026,0.07312759938948252,-237.9225793947789,3.719018730356234,5.0,0.039175904522042324,0.06185478294091252,349.89675618482323,2.140770426524537,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.1_l10.2,robust,select_k_10,18.0,18.0,,0.0325589740539048,0.03453948876649203,-2.3259124257316834,3.7265636364791628,,0.03739177221655417,0.045293318487790266,,2.662531408014938,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.1_l10.5,robust,select_k_10,18.0,18.0,5.0,0.032173588107773286,0.03292303068685945,-0.18414488691322073,0.990993288602639,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.1_l10.5,robust,select_k_10,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.1_l10.5,robust,select_k_10,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a0.1_l10.8,robust,select_k_10,18.0,18.0,5.0,0.028738615384615383,0.030551078217252604,-0.019666883575921057,0.8851911348677193,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a0.1_l10.8,robust,select_k_10,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a0.1_l10.8,robust,select_k_10,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a1.0_l10.2,robust,select_k_10,18.0,18.0,5.0,0.028738615384615383,0.030551078217252604,-0.019666883575921057,0.8851911348677193,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a1.0_l10.2,robust,select_k_10,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a1.0_l10.2,robust,select_k_10,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a1.0_l10.5,robust,select_k_10,18.0,18.0,5.0,0.028738615384615383,0.030551078217252604,-0.019666883575921057,0.8851911348677193,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a1.0_l10.5,robust,select_k_10,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a1.0_l10.5,robust,select_k_10,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,elasticnet_a1.0_l10.8,robust,select_k_10,18.0,18.0,5.0,0.028738615384615383,0.030551078217252604,-0.019666883575921057,0.8851911348677193,,,,,,,
kfold,openroad_total_power,code_only,False,elasticnet_a1.0_l10.8,robust,select_k_10,18.0,18.0,,0.04368140952380952,0.05659838111405886,-221.28611669957954,3.4334563540979746,5.0,0.03161458198824998,0.05888031015426995,315.5530631463012,2.569126154618017,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,elasticnet_a1.0_l10.8,robust,select_k_10,18.0,18.0,,0.03413738538062284,0.036117900093210066,-2.3259124257316834,4.271619234505344,,0.03589811770097295,0.04399286342746508,,2.8330172273265095,17.0,
random_split,openroad_total_power,code_only,False,gpr_matern,robust,select_k_10,18.0,18.0,5.0,0.0647105129654939,0.10369155593548121,-10.746054540214404,1.9931778773330218,,,,,,,
kfold,openroad_total_power,code_only,False,gpr_matern,robust,select_k_10,18.0,18.0,,0.04871291540663417,0.06748323484602989,-138.39206812930607,3.379990706539253,5.0,0.029152901745634046,0.05194871565583518,132.0593311174608,2.113449791886707,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,gpr_matern,robust,select_k_10,18.0,18.0,,0.028291566058877008,0.030265813130421693,-2.3436011095965887,3.049680761922427,,0.03847685363219282,0.04639149993697683,,2.3186626616517945,17.0,
random_split,openroad_total_power,code_only,False,gpr_rbf,robust,select_k_10,18.0,18.0,5.0,0.06372438677392503,0.10340493395070456,-10.681207901810748,1.9628037569742196,,,,,,,
kfold,openroad_total_power,code_only,False,gpr_rbf,robust,select_k_10,18.0,18.0,,0.048256339303965674,0.0686907765814648,-135.7314102325417,3.3015265805854965,5.0,0.030265648961209812,0.051726979331327,121.20603210346255,2.38676195714713,,
groupkfold_by_benchmark,openroad_total_power,code_only,False,gpr_rbf,robust,select_k_10,18.0,18.0,,0.027139649930875188,0.02911806704436522,-2.331813407109877,2.8645406977088372,,0.03881163943614026,0.04671852903361157,,2.3152649958174,17.0,
random_split,openroad_total_power,code_only,True,ridge_a0.1,standard,none,18.0,35.0,5.0,0.1671578049111228,0.18476315766827142,-36.29374373556634,5.148703410063536,,,,,,,
kfold,openroad_total_power,code_only,True,ridge_a0.1,standard,none,18.0,35.0,,0.07592412589555535,0.09077061321971149,-406.76692755433766,4.720568139511228,5.0,0.07016698879837424,0.07349951768980215,530.3438314745409,2.4499692938935436,,
groupkfold_by_benchmark,openroad_total_power,code_only,True,ridge_a0.1,standard,none,18.0,35.0,,0.040145527538046524,0.0421240922085374,-2.331397678333895,4.606169211648172,,0.03820466207630834,0.04561997492696343,,2.9482875337906678,17.0,
random_split,openroad_total_power,code_only,True,ridge_a1,standard,none,18.0,35.0,5.0,0.1624388621358313,0.1794024953889533,-34.16107864434626,5.003353112050492,,,,,,,
kfold,openroad_total_power,code_only,True,ridge_a1,standard,none,18.0,35.0,,0.07472034079374715,0.08957258765881819,-395.54337687881946,4.6302264417768715,5.0,0.06818421668071346,0.07195407820564696,523.066698713622,2.3838620773473425,,
groupkfold_by_benchmark,openroad_total_power,code_only,True,ridge_a1,standard,none,18.0,35.0,,0.03999221061112526,0.04197100154597897,-2.3307603810958777,4.58943546313116,,0.03812352206664163,0.04555889897684363,,2.9181301650741505,17.0,
random_split,openroad_total_power,code_only,True,ridge_a10,standard,none,18.0,35.0,5.0,0.12985028640071708,0.14278951579705995,-21.2739824047895,3.999577601204862,,,,,,,
kfold,openroad_total_power,code_only,True,ridge_a10,standard,none,18.0,35.0,,0.06683441070554681,0.08086783674468193,-320.6735999855681,4.156153990810459,5.0,0.054295065505101776,0.06319095598053907,481.33229120401427,2.1357979464586125,,
groupkfold_by_benchmark,openroad_total_power,code_only,True,ridge_a10,standard,none,18.0,35.0,,0.03863491775067364,0.04061513306100576,-2.3267535470030922,4.427533431334437,,0.03766658570322593,0.04523899214813434,,2.7533660143209935,17.0,
random_split,openroad_total_power,code_only,True,elasticnet_a0.001_l10.2,standard,none,18.0,35.0,5.0,0.059019911818614955,0.10446378054531089,-10.921659354362538,1.817899088850334,,,,,,,
kfold,openroad_total_power,code_only,True,elasticnet_a0.001_l10.2,standard,none,18.0,35.0,,0.031000317793936423,0.05101654476305373,-2.963077247719716,0.6826517033543407,5.0,0.04028171537630262,0.06655849129775028,6.118197709916157,0.7047403579783682,,
groupkfold_by_benchmark,openroad_total_power,code_only,True,elasticnet_a0.001_l10.2,standard,none,18.0,35.0,,0.01583776931739388,0.01777815285661632,-2.4421867881894643,0.38636065687425586,,0.044039696789756055,0.051620979564163436,,0.40767392489705995,17.0,
random_split,openroad_total_power,code_only,True,elasticnet_a0.001_l10.5,standard,none,18.0,35.0,5.0,0.05870624157913612,0.10403001452301774,-10.82286004813926,1.808237589451614,,,,,,,
kfold,openroad_total_power,code_only,True,elasticnet_a0.001_l10.5,standard,none,18.0,35.0,,0.03123664032970791,0.051095701757709236,-3.062269902098609,0.7146492797768242,5.0,0.040243815890869866,0.06657603569267374,6.002335946096396,0.6781758749856179,,
groupkfold_by_benchmark,openroad_total_power,code_only,True,elasticnet_a0.001_l10.5,standard,none,18.0,35.0,,0.01602045902273355,0.017960479840104064,-2.4432710789996435,0.43504800504055624,,0.04396677941088625,0.05155161380770344,,0.43945364312855517,17.0,
random_split,openroad_total_power,code_only,True,elasticnet_a0.001_l10.8,standard,none,18.0,35.0,5.0,0.05841070728277629,0.1036042222783384,-10.726276769641627,1.799134703467513,,,,,,,
kfold,openroad_total_power,code_only,True,elasticnet_a0.001_l10.8,standard,none,18.0,35.0,,0.031468524705040815,0.05121656565725123,-3.2634824571482626,0.74624655796013,5.0,0.040199526351310653,0.06656383203614777,5.848534129798846,0.6539865600474688,,
groupkfold_by_benchmark,openroad_total_power,code_only,True,elasticnet_a0.001_l10.8,standard,none,18.0,35.0,,0.016165683089364325,0.018107343896479958,-2.4383735126011796,0.47925057270648613,,0.04385040363249893,0.051445964853095806,,0.4730510375656947,17.0,
random_split,openroad_total_power,code_only,True,elasticnet_a0.01_l10.2,standard,none,18.0,35.0,5.0,0.05701709123266378,0.10092113787859731,-10.126780160874809,1.7562093030451478,,,,,,,
