evaluation,target,feature_set,include_benchmark_onehot,model,scaler,reduction,rows,features,test_rows,mae,rmse,r2,relative_mae,folds,mae_std,rmse_std,r2_std,relative_mae_std,groups,error
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a1,robust,select_k_5,18.0,33.0,,7709.411654266476,7709.411654266476,0.0,0.22003338921108825,,5194.461501294897,5194.461501294897,,0.19445075513241142,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a10,robust,select_k_5,18.0,33.0,5.0,10492.48291831826,13163.217196990596,0.2805329051124592,0.20203805263410252,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a10,robust,select_k_5,18.0,33.0,,8703.706868344372,10353.21929173558,-1.2441507663349778,0.21727731478342366,5.0,2600.482003722643,2717.115355671525,2.998313333841715,0.07284163911307677,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a10,robust,select_k_5,18.0,33.0,,7345.957118438334,7345.957118438334,0.0,0.21257476009984952,,5050.1357490276,5050.1357490276,,0.22120186352288088,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.001_l10.2,robust,select_k_5,18.0,33.0,5.0,15363.571863795369,18503.7529159201,-0.42169515235967947,0.2958333280148738,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.001_l10.2,robust,select_k_5,18.0,33.0,,19090.21795221177,22623.847939920208,-6.0216846330783085,0.587099137451482,5.0,19635.496636376436,24304.736468941992,8.797436545999854,0.8095895552917826,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.001_l10.2,robust,select_k_5,18.0,33.0,,11871.282230126671,11871.282230126671,0.0,0.39402713632274583,,16600.61007666459,16600.61007666459,,0.7494539781789461,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.001_l10.5,robust,select_k_5,18.0,33.0,5.0,15812.782967038691,18880.704593473685,-0.4802096666888691,0.3044831144598389,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.001_l10.5,robust,select_k_5,18.0,33.0,,20304.048169584603,24082.63467345846,-7.082647182773333,0.6319726537083629,5.0,22145.848926868228,27411.789269365276,10.875179269088484,0.906093128789064,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.001_l10.5,robust,select_k_5,18.0,33.0,,12426.783989195814,12426.783989195814,0.0,0.4172354881408458,,18247.69154875706,18247.69154875706,,0.8242409196364496,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.001_l10.8,robust,select_k_5,18.0,33.0,5.0,16498.400030798024,19478.170547022648,-0.5753721719330878,0.3176850169545107,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.001_l10.8,robust,select_k_5,18.0,33.0,,21752.629558561013,25883.246027607274,-8.645884425283928,0.6873570804818315,5.0,25558.874040902145,31594.77825990337,13.983408350571327,1.034635961517693,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.001_l10.8,robust,select_k_5,18.0,33.0,,13400.785450252732,13400.785450252732,0.0,0.45759544564493804,,20546.95066569257,20546.95066569257,,0.9281456956017812,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.01_l10.2,robust,select_k_5,18.0,33.0,5.0,13549.498087685512,17057.886086003233,-0.20819563138699926,0.2609024221546455,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.01_l10.2,robust,select_k_5,18.0,33.0,,11142.344590709085,13103.89437239664,-1.8277501069586024,0.29265947852345525,5.0,4419.773063787276,5544.587445574539,3.094854401425931,0.18202869013921696,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.01_l10.2,robust,select_k_5,18.0,33.0,,8909.683209645578,8909.683209645578,0.0,0.26914798810888274,,7396.160898376959,7396.160898376959,,0.3161919645118723,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.01_l10.5,robust,select_k_5,18.0,33.0,5.0,13800.592879305143,17265.316927717136,-0.23775859576822533,0.2657373790585855,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.01_l10.5,robust,select_k_5,18.0,33.0,,12669.521366494564,14923.869462758239,-2.283601050564581,0.3494637684254051,5.0,6881.997982407963,8620.167302185995,3.083851982627974,0.30199325344752864,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.01_l10.5,robust,select_k_5,18.0,33.0,,9430.578350777927,9430.578350777927,0.0,0.291179278355568,,8859.34088565654,8859.34088565654,,0.3892730285841799,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.01_l10.8,robust,select_k_5,18.0,33.0,5.0,14477.597235408064,17793.113345306134,-0.3145912340689565,0.2787734395217425,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.01_l10.8,robust,select_k_5,18.0,33.0,,16018.77433618,18936.24368474172,-3.8623553483149293,0.4737178028203514,5.0,13418.291806043568,16641.84252297611,4.837531793059048,0.5677390538161428,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.01_l10.8,robust,select_k_5,18.0,33.0,,10646.184127860384,10646.184127860384,0.0,0.34254464469203844,,12676.939592319462,12676.939592319462,,0.5696891300436127,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.1_l10.2,robust,select_k_5,18.0,33.0,5.0,12366.980301491221,15668.72484405138,-0.019422346710713745,0.23813244553540522,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.1_l10.2,robust,select_k_5,18.0,33.0,,8193.941817628995,9735.463652363469,-1.3544562515840644,0.18683060634292767,5.0,4392.650035003807,4781.995365487893,3.281773525394829,0.0655368375947555,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.1_l10.2,robust,select_k_5,18.0,33.0,,7628.482807331493,7628.482807331493,0.0,0.2171569059933222,,5128.407152357879,5128.407152357879,,0.19183471839820293,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.1_l10.5,robust,select_k_5,18.0,33.0,5.0,12688.019267776639,16093.362283714234,-0.07542571610991144,0.24431421281326582,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.1_l10.5,robust,select_k_5,18.0,33.0,,8193.314685081396,9564.596687662955,-1.3713386005429207,0.1851407520040233,5.0,4653.15844058181,5354.812258554955,3.3090793350481396,0.07284022915088063,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.1_l10.5,robust,select_k_5,18.0,33.0,,7765.963994302009,7765.963994302009,0.0,0.22207536531637034,,5253.191050608554,5253.191050608554,,0.1970103743621727,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.1_l10.8,robust,select_k_5,18.0,33.0,5.0,13148.468103244624,16662.902842168653,-0.15289077863502398,0.2531803874622785,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.1_l10.8,robust,select_k_5,18.0,33.0,,8896.221179369064,10492.94285088826,-1.4515780811195937,0.20940671890082915,5.0,4025.419567958422,4578.3518744113,3.2946707493468317,0.05270811426136723,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a0.1_l10.8,robust,select_k_5,18.0,33.0,,8181.726272511378,8181.726272511378,0.0,0.2386378390836706,,5796.438204436329,5796.438204436329,,0.2288951236156075,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a1.0_l10.2,robust,select_k_5,18.0,33.0,5.0,10478.097778216481,13140.035271999934,0.2830648006957185,0.2017610595033386,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a1.0_l10.2,robust,select_k_5,18.0,33.0,,8756.274634915662,10427.359671529037,-1.2342341099766643,0.21983814573161756,5.0,2591.5799808779616,2713.611824396189,2.954196981839905,0.07933820439167955,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a1.0_l10.2,robust,select_k_5,18.0,33.0,,7356.138800690959,7356.138800690959,0.0,0.21469880363905253,,5156.557630318981,5156.557630318981,,0.23653971947812033,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a1.0_l10.5,robust,select_k_5,18.0,33.0,5.0,10705.862919480172,13505.990041888128,0.2425749020433715,0.20614679221856738,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a1.0_l10.5,robust,select_k_5,18.0,33.0,,8668.619194355082,10275.245348224333,-1.265296907861075,0.21417312879722225,5.0,2696.356337027407,2840.3570008683946,3.0572935388347977,0.06290955686699311,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a1.0_l10.5,robust,select_k_5,18.0,33.0,,7355.736177023429,7355.736177023429,0.0,0.21204673716631323,,5024.496775329182,5024.496775329182,,0.2149005253385765,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a1.0_l10.8,robust,select_k_5,18.0,33.0,5.0,11547.361891605822,14586.66380761283,0.11651579741557605,0.22235027950993533,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a1.0_l10.8,robust,select_k_5,18.0,33.0,,8498.516023038308,10040.288218244219,-1.316457160504811,0.20269220088476345,5.0,3353.393415538481,3631.1777645207153,3.195446705046017,0.04529291909954115,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,elasticnet_a1.0_l10.8,robust,select_k_5,18.0,33.0,,7446.689479863838,7446.689479863838,0.0,0.21202889043725417,,4995.7889338266505,4995.7889338266505,,0.19426916523733248,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,gpr_matern,robust,select_k_5,18.0,33.0,5.0,14564.132901936766,20680.630406037264,-0.7758831549889691,0.280439727442815,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,gpr_matern,robust,select_k_5,18.0,33.0,,10354.632066212433,13387.43932307155,-0.5899902142588067,0.2834825498744092,5.0,7425.1470026144525,9326.100095057875,0.8542815941173267,0.2764461610910903,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,gpr_matern,robust,select_k_5,18.0,33.0,,10529.887960285485,10529.887960285485,0.0,0.3503136489356277,,10209.034250154034,10209.034250154034,,0.5371309867604409,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,gpr_rbf,robust,select_k_5,18.0,33.0,5.0,16121.340867503779,21522.06865863551,-0.9233346974737549,0.3104245525179364,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,gpr_rbf,robust,select_k_5,18.0,33.0,,11110.07771718862,13359.392753074917,-0.4624434517764623,0.29901769975149955,5.0,9617.442848849454,11119.965446185239,1.176509297698133,0.311357187090924,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,gpr_rbf,robust,select_k_5,18.0,33.0,,9929.1724124854,9929.1724124854,0.0,0.3284015623546856,,10367.045812501552,10367.045812501552,,0.5067661360100224,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a0.1,robust,select_k_10,18.0,33.0,5.0,17034.984763243898,22197.43189654244,-1.0459372325778382,0.3280172267146321,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a0.1,robust,select_k_10,18.0,33.0,,13947.9460935516,17416.579779007578,-3.2606264592607133,0.40358005971682687,5.0,9888.711219498598,12584.725435390475,4.293284885486697,0.42733473630280805,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a0.1,robust,select_k_10,18.0,33.0,,11560.730774845897,11560.730774845897,0.0,0.46037283349730596,,10360.705854866814,10360.705854866814,,0.8433666897564782,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a1,robust,select_k_10,18.0,33.0,5.0,14052.234817028384,19081.07011293114,-0.5117928815982333,0.27058287153681626,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a1,robust,select_k_10,18.0,33.0,,8614.91413315495,10700.459825005983,-1.4478893471382142,0.20731689960089325,5.0,3793.022963516258,5110.8523288204415,3.6536786805153953,0.06526115496029755,,
groupkfold_by_benchmark,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a1,robust,select_k_10,18.0,33.0,,8833.424095773822,8833.424095773822,0.0,0.28920200011301084,,5718.546741459204,5718.546741459204,,0.3570226316582934,17.0,
random_split,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a10,robust,select_k_10,18.0,33.0,5.0,11338.498756636454,15838.851725095808,-0.04167976470175483,0.21832851446301846,,,,,,,
kfold,openroad_synth_chip_area,hls_plus_yosys,False,ridge_a10,robust,select_k_10,18.0,33.0,,8986.075336399224,10986.131225541394,-1.4521360386432405,0.2238931018531717,5.0,2958.233949694835,4082.0805624996333,3.4966511587519626,0.07721865666860189,,
