experiment,evaluation,target,model,feature_set,reduction,scaler,benchmark_onehot,mae,rmse,r2,relative_mae,rows,features,normalized_target
ablation_direct_target,kfold,openroad_total_power,ridge_a10,code_only,select_k_5,robust,False,0.0681103192964603,0.0851908966986404,-313.9397054107953,4.023404525329195,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,ridge_a10,code_only,select_k_5,robust,False,0.0397922376154471,0.0417695661461769,-2.334883299777442,4.402896985404284,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.001_l10.2,code_only,select_k_5,robust,False,0.2630538757970619,0.3082876313262486,-102.8287038081032,8.10244180980293,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.001_l10.2,code_only,select_k_5,robust,False,0.1127417170819732,0.142878931925615,-1737.2920590502952,8.146238498538658,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.2,code_only,select_k_5,robust,False,0.0562893656978522,0.0582819225358189,-2.292399085364852,6.811553628205799,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.001_l10.5,code_only,select_k_5,robust,False,0.2571251008667342,0.3014426415493501,-98.26921879615092,7.9198269225261555,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.001_l10.5,code_only,select_k_5,robust,False,0.1101728987700827,0.1390352535369438,-1516.739070332094,7.82960566894811,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.5,code_only,select_k_5,robust,False,0.0543193331591131,0.0563072858692769,-2.305139740396218,6.4480820618391,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.001_l10.8,code_only,select_k_5,robust,False,0.2511548422880597,0.294551887458984,-93.78265078905306,7.735934278570186,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.001_l10.8,code_only,select_k_5,robust,False,0.1084766777250748,0.1352487324444712,-1323.277974524221,7.6957288299877105,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.8,code_only,select_k_5,robust,False,0.0525312550500999,0.0545157732275747,-2.314702295640279,6.203142608426994,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.01_l10.2,code_only,select_k_5,robust,False,0.2220849221260833,0.2610018321926005,-73.4204587002595,6.840538474899379,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.01_l10.2,code_only,select_k_5,robust,False,0.0974438255557553,0.1199649414909886,-841.5193208563669,6.561278383469828,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.2,code_only,select_k_5,robust,False,0.0456826752743256,0.0476590146608926,-2.337677214192883,5.108725721052027,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.01_l10.5,code_only,select_k_5,robust,False,0.1718710252635377,0.2031832929858917,-44.10048578404541,5.29387744913256,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.01_l10.5,code_only,select_k_5,robust,False,0.0809921987756393,0.100695218642768,-534.7835850790029,5.024255146897252,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.5,code_only,select_k_5,robust,False,0.0422804905410384,0.0442582468512808,-2.3336763154217928,4.772755340509068,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.01_l10.8,code_only,select_k_5,robust,False,0.1601178469922207,0.1889234262327217,-37.992120751027,4.93186247126904,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.01_l10.8,code_only,select_k_5,robust,False,0.0750697096844661,0.0926717461034736,-411.1816888610865,4.4294537237702,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.8,code_only,select_k_5,robust,False,0.0373589435560447,0.0393394582686319,-2.3259124257316834,4.068069014748359,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.1_l10.2,code_only,select_k_5,robust,False,0.1068639109108309,0.1254373452063994,-16.189329565942682,3.291563817865797,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.1_l10.2,code_only,select_k_5,robust,False,0.0572459530728502,0.0731275993894825,-237.9225793947789,3.719018730356234,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.2,code_only,select_k_5,robust,False,0.0326134390849218,0.034593953797509,-2.3259124257316834,3.731470397520253,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.1_l10.5,code_only,select_k_5,robust,False,0.0321735881077732,0.0329230306868594,-0.1841448869132207,0.990993288602639,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.1_l10.5,code_only,select_k_5,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.5,code_only,select_k_5,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.1_l10.8,code_only,select_k_5,robust,False,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.1_l10.8,code_only,select_k_5,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.8,code_only,select_k_5,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a1.0_l10.2,code_only,select_k_5,robust,False,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a1.0_l10.2,code_only,select_k_5,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.2,code_only,select_k_5,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a1.0_l10.5,code_only,select_k_5,robust,False,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a1.0_l10.5,code_only,select_k_5,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.5,code_only,select_k_5,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a1.0_l10.8,code_only,select_k_5,robust,False,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a1.0_l10.8,code_only,select_k_5,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.8,code_only,select_k_5,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,gpr_matern,code_only,select_k_5,robust,False,0.0633450066634693,0.1038176006851247,-10.774628291208185,1.9511182980185204,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,gpr_matern,code_only,select_k_5,robust,False,0.0495269368219472,0.0704510842774146,-143.05669702254986,3.428666640890852,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,gpr_matern,code_only,select_k_5,robust,False,0.0326315834765238,0.0346119179080504,-2.326418849461102,3.463346512716675,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,gpr_rbf,code_only,select_k_5,robust,False,0.0625136372853331,0.1035778543425694,-10.72030870464434,1.9255109125033305,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,gpr_rbf,code_only,select_k_5,robust,False,0.0512684557267672,0.0744763415924874,-189.36698020706888,3.734447936862745,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,gpr_rbf,code_only,select_k_5,robust,False,0.0368353554333562,0.0388234941315835,-2.304623334781116,4.049346757532117,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,ridge_a0.1,code_only,select_k_10,robust,False,0.2903555401529439,0.3272522811538731,-115.99588731976914,8.943372763905126,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,ridge_a0.1,code_only,select_k_10,robust,False,0.1140056057407633,0.1375716122073385,-822.7690699694824,7.032870476203586,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,ridge_a0.1,code_only,select_k_10,robust,False,0.0617676635080639,0.0637664412898757,-2.2753255116292483,8.053087053119024,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,ridge_a1,code_only,select_k_10,robust,False,0.2283594543380898,0.2617916958433885,-73.87157400482698,7.033803189123693,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,ridge_a1,code_only,select_k_10,robust,False,0.0994425990361081,0.1213250854392896,-733.5345460799776,6.489683839166626,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,ridge_a1,code_only,select_k_10,robust,False,0.052015683500234,0.0540034644545232,-2.30561675973454,6.108030815995991,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,ridge_a10,code_only,select_k_10,robust,False,0.1381956719284815,0.1629777932082331,-28.017640532101733,4.256627608220337,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,ridge_a10,code_only,select_k_10,robust,False,0.068952565744813,0.0866837183623359,-349.06239825035266,4.217457519109285,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,ridge_a10,code_only,select_k_10,robust,False,0.0407101280132528,0.042683435769838,-2.3462667533666246,4.544195697259017,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.001_l10.2,code_only,select_k_10,robust,False,0.2922631685715262,0.3298604031487211,-117.86817673731343,9.002130492562253,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.001_l10.2,code_only,select_k_10,robust,False,0.1210910315429012,0.1436414461687599,-959.9370634660264,7.914365637910164,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.2,code_only,select_k_10,robust,False,0.0663637015378036,0.0683647216319476,-2.269210854013641,9.115999667463782,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.001_l10.5,code_only,select_k_10,robust,False,0.2824005880212145,0.3189158146124634,-110.11107315293366,8.698348673110775,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.001_l10.5,code_only,select_k_10,robust,False,0.1151559882693991,0.1399330772008966,-928.7792541871104,7.366737997900591,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.5,code_only,select_k_10,robust,False,0.0620666248529194,0.0640578222952239,-2.2961515446285103,7.945590104330824,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.001_l10.8,code_only,select_k_10,robust,False,0.2723811207856174,0.3078185524587673,-102.51298048432928,8.389734515666154,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.001_l10.8,code_only,select_k_10,robust,False,0.111669670293835,0.1374045150056277,-1031.9454746019549,7.441509509085582,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.8,code_only,select_k_10,robust,False,0.0604123733057799,0.0623933225341531,-2.324692410835578,7.942120971560108,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.01_l10.2,code_only,select_k_10,robust,False,0.2281509555348193,0.2609992170241065,-73.4189673615801,7.027381122861433,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.01_l10.2,code_only,select_k_10,robust,False,0.0981648439864641,0.1202317308501249,-773.6017191327653,6.585356905598857,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.2,code_only,select_k_10,robust,False,0.047305233752898,0.0492781297446205,-2.347436497328121,5.383983653344637,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.01_l10.5,code_only,select_k_10,robust,False,0.1764738311578353,0.2072145375079856,-45.90786560258326,5.435650562367872,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.01_l10.5,code_only,select_k_10,robust,False,0.0812678846728375,0.1010860742168168,-536.7859233046836,5.035121473506624,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.5,code_only,select_k_10,robust,False,0.0418958263716602,0.0438770576222714,-2.3239009949522704,4.741218713518333,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.01_l10.8,code_only,select_k_10,robust,False,0.1603173147547332,0.1891292447997491,-38.07712528513999,4.938006368346369,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.01_l10.8,code_only,select_k_10,robust,False,0.0750701824799709,0.09267754121765,-411.2086665513072,4.429510822734844,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.8,code_only,select_k_10,robust,False,0.037484684243975,0.0394666537978045,-2.3218307719316105,4.083347989007287,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.1_l10.2,code_only,select_k_10,robust,False,0.1068639109108309,0.1254373452063994,-16.189329565942682,3.291563817865797,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.1_l10.2,code_only,select_k_10,robust,False,0.0572459530728502,0.0731275993894825,-237.9225793947789,3.719018730356234,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.2,code_only,select_k_10,robust,False,0.0325589740539048,0.034539488766492,-2.3259124257316834,3.7265636364791623,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.1_l10.5,code_only,select_k_10,robust,False,0.0321735881077732,0.0329230306868594,-0.1841448869132207,0.990993288602639,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.1_l10.5,code_only,select_k_10,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.5,code_only,select_k_10,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.1_l10.8,code_only,select_k_10,robust,False,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.1_l10.8,code_only,select_k_10,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.8,code_only,select_k_10,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a1.0_l10.2,code_only,select_k_10,robust,False,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a1.0_l10.2,code_only,select_k_10,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.2,code_only,select_k_10,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a1.0_l10.5,code_only,select_k_10,robust,False,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a1.0_l10.5,code_only,select_k_10,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.5,code_only,select_k_10,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a1.0_l10.8,code_only,select_k_10,robust,False,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a1.0_l10.8,code_only,select_k_10,robust,False,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.8,code_only,select_k_10,robust,False,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,gpr_matern,code_only,select_k_10,robust,False,0.0647105129654939,0.1036915559354812,-10.746054540214404,1.9931778773330215,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,gpr_matern,code_only,select_k_10,robust,False,0.0487129154066341,0.0674832348460298,-138.39206812930607,3.379990706539253,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,gpr_matern,code_only,select_k_10,robust,False,0.028291566058877,0.0302658131304216,-2.3436011095965887,3.049680761922427,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,gpr_rbf,code_only,select_k_10,robust,False,0.063724386773925,0.1034049339507045,-10.681207901810748,1.96280375697422,18.0,18.0,
ablation_direct_target,kfold,openroad_total_power,gpr_rbf,code_only,select_k_10,robust,False,0.0482563393039656,0.0686907765814648,-135.7314102325417,3.3015265805854965,18.0,18.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,gpr_rbf,code_only,select_k_10,robust,False,0.0271396499308751,0.0291180670443652,-2.331813407109877,2.864540697708837,18.0,18.0,
ablation_direct_target,random_split,openroad_total_power,ridge_a0.1,code_only,none,standard,True,0.1671578049111228,0.1847631576682714,-36.29374373556634,5.148703410063536,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,ridge_a0.1,code_only,none,standard,True,0.0759241258955553,0.0907706132197114,-406.76692755433766,4.720568139511228,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,ridge_a0.1,code_only,none,standard,True,0.0401455275380465,0.0421240922085374,-2.331397678333895,4.606169211648172,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,ridge_a1,code_only,none,standard,True,0.1624388621358313,0.1794024953889533,-34.16107864434626,5.003353112050492,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,ridge_a1,code_only,none,standard,True,0.0747203407937471,0.0895725876588181,-395.54337687881946,4.630226441776872,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,ridge_a1,code_only,none,standard,True,0.0399922106111252,0.0419710015459789,-2.3307603810958777,4.58943546313116,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,ridge_a10,code_only,none,standard,True,0.129850286400717,0.1427895157970599,-21.2739824047895,3.999577601204862,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,ridge_a10,code_only,none,standard,True,0.0668344107055468,0.0808678367446819,-320.6735999855681,4.156153990810459,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,ridge_a10,code_only,none,standard,True,0.0386349177506736,0.0406151330610057,-2.326753547003092,4.427533431334437,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.001_l10.2,code_only,none,standard,True,0.0590199118186149,0.1044637805453108,-10.921659354362538,1.817899088850334,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.001_l10.2,code_only,none,standard,True,0.0310003177939364,0.0510165447630537,-2.963077247719716,0.6826517033543407,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.2,code_only,none,standard,True,0.0158377693173938,0.0177781528566163,-2.4421867881894643,0.3863606568742558,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.001_l10.5,code_only,none,standard,True,0.0587062415791361,0.1040300145230177,-10.82286004813926,1.808237589451614,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.001_l10.5,code_only,none,standard,True,0.0312366403297079,0.0510957017577092,-3.062269902098609,0.7146492797768242,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.5,code_only,none,standard,True,0.0160204590227335,0.017960479840104,-2.4432710789996435,0.4350480050405562,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.001_l10.8,code_only,none,standard,True,0.0584107072827762,0.1036042222783384,-10.726276769641627,1.799134703467513,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.001_l10.8,code_only,none,standard,True,0.0314685247050408,0.0512165656572512,-3.2634824571482626,0.74624655796013,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.001_l10.8,code_only,none,standard,True,0.0161656830893643,0.0181073438964799,-2.43837351260118,0.4792505727064861,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.01_l10.2,code_only,none,standard,True,0.0570170912326637,0.1009211378785973,-10.126780160874809,1.7562093030451478,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.01_l10.2,code_only,none,standard,True,0.0321579170154317,0.0517303700009699,-5.042993641886752,0.8746177374527404,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.2,code_only,none,standard,True,0.0167146523479165,0.0186629400626246,-2.418710355362633,0.6532160583558826,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.01_l10.5,code_only,none,standard,True,0.0550216830465525,0.096610574737524,-9.196580727555975,1.6947478299313907,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.01_l10.5,code_only,none,standard,True,0.0336066406766801,0.0528921240848373,-8.770805554342832,1.0612492827886657,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.5,code_only,none,standard,True,0.0177533359082953,0.0197087558371177,-2.397773050812233,0.915286337615065,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.01_l10.8,code_only,none,standard,True,0.0530960026412662,0.0923880360528171,-8.32473934458181,1.6354340738392863,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.01_l10.8,code_only,none,standard,True,0.035126436777609,0.0543245686662558,-15.14939019931686,1.2568042560297945,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.01_l10.8,code_only,none,standard,True,0.0189587366920049,0.0209213801681282,-2.3768022074288124,1.203281741613483,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.1_l10.2,code_only,none,standard,True,0.0427054527547979,0.0683049859871498,-4.096946131116807,1.315390031257253,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.1_l10.2,code_only,none,standard,True,0.0390069349752338,0.0563548975620328,-59.53028781360731,2.023030376334048,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.2,code_only,none,standard,True,0.0243307242112533,0.0263112389238405,-2.3259124257316834,2.3215745675355417,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.1_l10.5,code_only,none,standard,True,0.0270805195379787,0.0321691207924532,-0.1305339619867791,0.834119372204113,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.1_l10.5,code_only,none,standard,True,0.0411484213334898,0.054542582496921,-172.47942783345195,3.062481324256804,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.5,code_only,none,standard,True,0.0326422602843664,0.0346227749969536,-2.3259124257316834,3.971001456080695,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a0.1_l10.8,code_only,none,standard,True,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a0.1_l10.8,code_only,none,standard,True,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a0.1_l10.8,code_only,none,standard,True,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a1.0_l10.2,code_only,none,standard,True,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a1.0_l10.2,code_only,none,standard,True,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.2,code_only,none,standard,True,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a1.0_l10.5,code_only,none,standard,True,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a1.0_l10.5,code_only,none,standard,True,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.5,code_only,none,standard,True,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,elasticnet_a1.0_l10.8,code_only,none,standard,True,0.0287386153846153,0.0305510782172526,-0.019666883575921,0.8851911348677193,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,elasticnet_a1.0_l10.8,code_only,none,standard,True,0.0436814095238095,0.0565983811140588,-221.28611669957957,3.4334563540979746,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,elasticnet_a1.0_l10.8,code_only,none,standard,True,0.0341373853806228,0.03611790009321,-2.3259124257316834,4.271619234505344,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,pls_2,code_only,none,standard,True,0.1624579724261849,0.1800517893936452,-34.41604935130905,5.003941736776471,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,pls_2,code_only,none,standard,True,0.0822215363282042,0.0982349180050521,-732.6727461719663,5.870057605429009,18.0,35.0,
ablation_direct_target,groupkfold_by_benchmark,openroad_total_power,pls_2,code_only,none,standard,True,0.045414036579227,0.0473812645705388,-2.363613689102217,5.741710831513969,18.0,35.0,
ablation_direct_target,random_split,openroad_total_power,pls_3,code_only,none,standard,True,0.1716783508919908,0.1906676338215204,-38.71542227103055,5.2879427983734,18.0,35.0,
ablation_direct_target,kfold,openroad_total_power,pls_3,code_only,none,standard,True,0.0782517774346277,0.0935009020257234,-437.97630820612505,4.928104449959115,18.0,35.0,
